age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret
25,173.1,69.0,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,3876.0,veuf,3.0,0.0,612.0,645.2040000000001,17296.982029780815
53,174.7,60.5,H,oui,doctorat,Hauts-de-France,oui,oui,3112.0,célibataire,3.0,0.86,581.0,663.8439999999999,26558.92519186879
37,166.3,43.5,F,oui,aucun,Île-de-France,non,oui,1381.0,divorcé,2.0,0.65,577.0,921.948,10792.590083012448
18,168.4,47.1,F,non,doctorat,Normandie,oui,oui,1491.0,veuf,2.0,0.28,741.0,829.51,8140.925052714037
72,176.2,73.3,F,oui,doctorat,Hauts-de-France,non,non,1843.0,veuf,1.0,0.08,553.0,789.2,500.0
49,177.4,66.8,F,oui,doctorat,Corse,non,non,1407.0,célibataire,2.0,0.17,577.0,1147.02,500.0
31,173.6,65.9,F,oui,bac,Occitanie,non,oui,1275.0,célibataire,5.0,0.34,337.0,879.68,5902.493239218105
69,187.3,52.0,F,oui,master,Île-de-France,oui,non,2505.0,marié,5.0,0.08,484.0,715.2639999999999,500.0
74,184.0,81.0,H,oui,bac+2,Île-de-France,oui,oui,956.0,célibataire,2.0,0.43,577.0,680.89,15359.683671515268
43,166.8,85.3,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,3752.0,divorcé,3.0,0.68,581.0,900.26,500.0
67,168.5,66.0,H,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,1746.0,célibataire,0.0,0.98,404.0,837.708,4315.963581596942
37,159.9,94.3,F,oui,aucun,Bretagne,non,oui,3949.0,célibataire,0.0,0.08,580.0,1307.961000000001,22287.477384011592
73,168.4,78.5,F,non,aucun,Auvergne-Rhône-Alpes,non,oui,1323.0,célibataire,5.0,0.76,557.0,433.1240000000001,500.0
53,170.2,89.1,F,non,bac+2,Hauts-de-France,oui,non,2024.0,veuf,3.0,0.51,361.0,511.742,500.0
62,168.3,76.5,F,oui,bac,Île-de-France,non,non,700.0,divorcé,3.0,0.09,581.0,829.586,500.0
64,173.8,82.4,H,oui,aucun,Hauts-de-France,oui,oui,3097.0,célibataire,0.0,0.56,710.0,628.52,12664.864333568616
25,173.6,35.806,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,3056.0,marié,5.0,0.05,487.0,1051.9479999999999,16447.866538942402
20,170.1,70.0,H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,3030.0,marié,1.0,0.59,553.0,802.158,14100.24417709665
38,173.7,58.6,F,non,doctorat,Île-de-France,oui,non,3587.0,célibataire,4.0,0.02,576.0,674.266,1175.9417125560406
37,180.9,48.5,F,oui,master,Corse,non,oui,3025.0,marié,2.0,0.7,500.0,976.17,9619.878455944596
36,155.4,64.6,F,non,aucun,Provence-Alpes-Côte d’Azur,non,non,2568.0,veuf,0.0,0.87,580.0,648.008,500.0
65,152.3,71.1,F,oui,bac,Normandie,oui,oui,3266.0,célibataire,0.0,0.42,580.0,403.87,5544.927985264972
63,186.4,80.6,H,non,bac+2,Normandie,non,non,794.0,veuf,1.0,0.0,553.0,265.2039,500.0
37,183.7,60.8,H,non,aucun,Bretagne,oui,oui,3563.0,marié,5.0,0.18,557.0,1086.972,1126.8712051006437
49,171.6,89.7,F,non,doctorat,Normandie,non,oui,3423.0,veuf,5.0,0.6,648.0,538.608,21989.973066116017
50,156.7,58.2,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,3087.0,veuf,4.0,0.44,795.0,1141.67,7197.898391215881
26,167.5,65.5,H,oui,aucun,Île-de-France,non,non,2186.0,divorcé,3.0,0.65,581.0,767.35,500.0
59,169.0,47.1,F,oui,bac,Bretagne,oui,non,5031.0,divorcé,4.0,0.58,795.0,1001.368,500.0
44,171.9,61.6,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,1519.0,célibataire,1.0,0.46,553.0,571.17,19375.10083964173
46,171.1,59.2,F,non,bac,Hauts-de-France,oui,oui,3486.0,célibataire,5.0,0.5,557.0,1307.961000000001,500.0
48,177.9,73.3,H,oui,bac,Corse,non,non,2638.0,célibataire,0.0,0.84,580.0,994.58,500.0
27,176.5,66.7,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,non,1453.0,célibataire,4.0,0.46,576.0,804.706,500.0
43,159.9,70.6,H,oui,bac+2,Bretagne,non,oui,1602.0,veuf,1.0,0.5,543.0,948.9619999999999,22293.10886024468
72,167.5,58.2,H,non,aucun,Normandie,oui,non,2334.0,marié,3.0,0.83,581.0,741.748,500.0
28,169.3,52.2,F,non,bac,Corse,oui,oui,500.0,célibataire,5.0,0.43,557.0,1056.134,500.0
37,160.1,78.4,H,non,doctorat,Hauts-de-France,oui,non,5596.0,célibataire,3.0,0.06,581.0,821.9200000000001,500.0
66,174.9,86.7,F,non,doctorat,Île-de-France,oui,non,1795.0,célibataire,2.0,0.93,762.0,517.97,500.0
73,169.1,102.7,H,oui,bac+2,Bretagne,oui,oui,528.0,divorcé,0.0,0.47,304.0,634.758,3683.401642577808
43,168.3,61.4,F,oui,aucun,Auvergne-Rhône-Alpes,non,non,3979.0,veuf,4.0,0.78,654.0,693.6,500.0
30,171.4,89.2,H,oui,bac,Île-de-France,oui,non,3795.0,marié,5.0,0.92,557.0,576.2,500.0
19,152.1,44.7,F,non,aucun,Île-de-France,oui,oui,4507.0,veuf,5.0,0.32,561.0,942.3,3702.023245177296
27,162.1,86.8,H,non,master,Corse,non,oui,1231.0,célibataire,5.0,0.81,420.0,738.09,6901.805979396253
34,188.0,71.9,F,non,bac+2,Corse,non,oui,1345.0,veuf,1.0,0.74,553.0,817.848,500.0
54,178.4,73.6,H,oui,bac+2,Hauts-de-France,oui,oui,1099.0,marié,0.0,0.55,462.0,873.3900000000001,500.0
57,168.6,70.7,H,oui,bac,Occitanie,oui,oui,3852.0,divorcé,2.0,0.93,534.0,916.382,7133.205772691494
43,178.3,76.5,F,non,master,Hauts-de-France,oui,oui,2583.0,marié,1.0,0.59,553.0,782.2220000000001,580.0468107708698
19,159.3,73.3,F,non,master,Bretagne,non,non,2163.0,veuf,5.0,0.83,557.0,626.726,500.0
32,169.7,89.3,H,non,aucun,Corse,oui,non,1471.0,célibataire,1.0,0.27,516.0,764.582,500.0
44,172.0,94.6,F,oui,master,Île-de-France,oui,oui,1830.0,veuf,2.0,0.14,577.0,702.66,20429.51844560236
31,165.1,49.5,F,non,aucun,Auvergne-Rhône-Alpes,oui,non,1424.0,divorcé,0.0,0.51,580.0,497.9,500.0
60,177.4,55.0,H,oui,doctorat,Hauts-de-France,oui,oui,3489.0,marié,1.0,0.08,594.0,703.06,23686.28139027623
21,176.9,81.9,F,non,bac,Occitanie,oui,oui,1997.0,divorcé,5.0,0.41,557.0,265.2039,500.0
53,179.2,48.7,F,oui,master,Île-de-France,oui,oui,2173.0,célibataire,3.0,0.42,732.0,1002.5199999999999,20198.864680046823
64,164.7,68.7,F,oui,master,Auvergne-Rhône-Alpes,non,non,4033.0,marié,1.0,0.86,646.0,703.878,3241.9431158907564
65,164.9,84.4,F,non,bac+2,Île-de-France,non,non,2854.0,divorcé,2.0,0.09,577.0,779.684,1373.6904083839229
22,163.4,75.3,F,oui,doctorat,Bretagne,non,non,2164.0,divorcé,1.0,0.64,553.0,796.45,12486.50469930078
32,186.3,47.3,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,2127.0,divorcé,2.0,0.13,577.0,879.59,10789.428595650035
31,169.3,85.7,H,non,master,Bretagne,non,oui,3771.0,marié,1.0,0.48,411.0,677.904,27149.517197480734
59,166.6,70.2,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,648.0,marié,1.0,0.86,680.0,596.802,500.0
31,179.4,91.6,F,oui,aucun,Bretagne,oui,non,1491.0,divorcé,5.0,0.57,496.0,829.51,500.0
71,167.1,94.0,F,non,master,Normandie,oui,oui,1656.0,célibataire,3.0,0.15,581.0,851.4739999999999,500.0
44,193.19399999999996,81.9,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,1564.0,veuf,1.0,0.92,815.0,462.924,22667.469609067877
39,159.0,95.8,F,non,bac+2,Île-de-France,non,oui,1746.0,veuf,2.0,0.39,577.0,801.4739999999999,21903.88886945777
55,169.0,59.8,H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,3196.0,veuf,1.0,0.58,553.0,740.0559999999999,11816.974579119644
36,149.6,79.9,H,non,doctorat,Île-de-France,non,oui,1844.0,veuf,3.0,0.88,758.0,794.01,40690.34319095283
32,182.8,64.9,F,non,master,Occitanie,oui,non,1763.0,célibataire,1.0,0.0,553.0,843.3299999999999,500.0
55,153.3,76.3,F,oui,bac,Île-de-France,oui,non,2811.0,célibataire,2.0,0.54,775.0,691.794,500.0
31,174.3,52.0,F,non,bac,Hauts-de-France,non,oui,1927.0,célibataire,4.0,0.52,742.0,806.3860000000001,500.0
50,184.1,84.2,H,non,doctorat,Corse,oui,oui,3251.0,veuf,5.0,0.53,541.0,913.21,18105.06432393928
47,158.9,80.3,F,non,master,Auvergne-Rhône-Alpes,non,oui,500.0,marié,3.0,0.05,581.0,650.918,6210.585120723677
58,157.2,65.1,F,oui,bac,Corse,oui,oui,765.0,célibataire,2.0,0.5,746.0,654.6379999999999,500.0
52,187.3,81.2,F,oui,aucun,Bretagne,non,oui,545.0,marié,4.0,0.82,843.0,532.2,1997.1270482276104
61,152.2,46.4,H,non,bac+2,Île-de-France,oui,non,2365.0,divorcé,3.0,0.95,581.0,924.01,500.0
37,167.9,85.2,H,non,bac+2,Bretagne,oui,oui,1469.0,marié,4.0,0.83,747.0,766.198,5679.207080273481
48,166.3,78.5,H,oui,bac,Occitanie,non,oui,1394.0,veuf,1.0,0.1,553.0,806.458,15749.610612152856
50,164.8,91.2,H,non,doctorat,Normandie,oui,non,3274.0,célibataire,1.0,0.38,510.0,838.3420000000002,500.0
42,152.0,64.8,F,oui,bac,Bretagne,non,non,3045.0,célibataire,4.0,0.7,620.0,835.018,500.0
54,175.8,55.0,F,oui,master,Bretagne,oui,oui,2389.0,marié,1.0,0.06,431.0,1079.4260000000002,20148.565597825826
66,176.1,61.7,H,oui,aucun,Normandie,oui,non,2510.0,marié,2.0,0.22,577.0,721.012,500.0
69,167.5,76.6,F,oui,master,Occitanie,non,oui,2900.0,célibataire,0.0,0.73,688.0,311.03,34024.88664034968
48,186.7,51.2,H,non,aucun,Bretagne,non,non,500.0,veuf,0.0,0.01,458.0,806.098,500.0
49,174.8,72.7,F,oui,aucun,Hauts-de-France,non,oui,2284.0,veuf,0.0,0.05,391.0,880.506,500.0
22,180.5,75.0,H,non,doctorat,Hauts-de-France,oui,non,960.0,veuf,1.0,0.55,553.0,802.476,500.0
55,155.4,71.6,F,non,bac,Auvergne-Rhône-Alpes,non,non,1236.0,célibataire,2.0,0.03,577.0,621.3720000000001,500.0
44,169.8,72.8,F,non,master,Bretagne,oui,non,1607.0,veuf,1.0,0.77,553.0,734.0719999999999,500.0
34,178.3,59.2,F,non,master,Bretagne,oui,oui,1990.0,célibataire,5.0,0.86,557.0,742.454,500.0
24,175.5,57.7,F,non,bac+2,Auvergne-Rhône-Alpes,non,oui,3120.0,marié,4.0,0.96,576.0,762.798,7496.123207050458
38,158.3,72.4,H,oui,bac+2,Occitanie,oui,oui,1307.0,veuf,3.0,0.05,393.0,924.608,2662.8609420212924
73,168.8,66.4,F,oui,bac+2,Île-de-France,non,non,2134.0,célibataire,2.0,0.27,399.0,813.1220000000001,500.0
47,168.2,73.4,H,oui,bac,Île-de-France,non,oui,2710.0,veuf,4.0,0.47,576.0,1271.15,23102.73510726395
44,180.1,66.7,H,non,aucun,Occitanie,non,non,2120.0,divorcé,1.0,0.42,553.0,1131.3319999999999,500.0
18,168.4,66.4,H,oui,aucun,Occitanie,non,oui,2111.0,divorcé,4.0,0.46,504.0,596.902,9760.812159705438
51,154.1,86.3,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,2864.0,célibataire,0.0,0.33,580.0,913.8280000000001,17469.36669042196
68,188.3,75.4,H,non,master,Auvergne-Rhône-Alpes,non,oui,1794.0,divorcé,2.0,0.65,577.0,782.13,15137.843561515212
40,180.7,68.7,H,oui,bac,Normandie,oui,non,2457.0,veuf,2.0,0.41,370.0,590.87,500.0
60,168.9,60.9,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,1376.0,marié,1.0,0.9,553.0,937.4560000000001,500.0
47,146.9,74.9,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,5310.0,veuf,1.0,0.54,613.0,760.2239999999999,22058.8149152844
72,155.0,73.5,H,non,master,Bretagne,oui,oui,2781.0,divorcé,2.0,0.66,573.0,751.374,18216.408515220075
57,168.2,51.8,H,non,aucun,Hauts-de-France,non,oui,2214.0,célibataire,5.0,0.01,303.0,988.656,500.0
61,156.1,66.6,H,non,doctorat,Corse,non,non,4177.0,célibataire,3.0,0.72,581.0,794.256,500.0
18,170.9,52.6,H,oui,aucun,Île-de-France,oui,non,2491.0,veuf,5.0,0.13,343.0,607.1,500.0
55,179.3,59.6,F,oui,master,Normandie,oui,non,3859.0,veuf,1.0,0.72,553.0,826.64,500.0
40,170.1,62.2,H,non,doctorat,Occitanie,oui,oui,1516.0,marié,2.0,0.45,577.0,556.14,14836.922940266955
38,187.0,60.9,F,oui,master,Corse,non,non,3405.0,marié,4.0,0.36,576.0,849.91,500.0
71,188.5,58.9,H,non,bac+2,Normandie,non,oui,4137.0,célibataire,1.0,0.88,401.0,403.79,13145.425053072247
45,164.4,60.8,F,non,master,Occitanie,oui,oui,1992.0,veuf,5.0,0.47,530.0,620.69,6723.662297466024
71,150.5,68.1,H,non,master,Île-de-France,oui,oui,500.0,célibataire,3.0,0.54,642.0,482.6199999999999,5881.112146935091
28,176.9,99.3,H,non,aucun,Île-de-France,oui,oui,4450.0,célibataire,4.0,0.12,610.0,995.8939999999999,10600.203328979927
18,161.4,94.8,F,non,doctorat,Bretagne,oui,non,4216.0,célibataire,1.0,0.04,347.0,619.844,500.0
68,186.1,75.0,H,non,doctorat,Île-de-France,non,oui,1848.0,divorcé,2.0,0.43,434.0,885.5600000000001,29148.70531457577
60,157.6,35.806,F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,2822.0,marié,0.0,0.94,764.0,1083.338,11964.160775187183
33,160.4,93.1,F,oui,bac,Occitanie,oui,oui,500.0,veuf,5.0,0.08,557.0,656.9540000000001,500.0
36,173.6,65.8,H,oui,master,Normandie,oui,oui,1292.0,célibataire,2.0,0.22,577.0,713.9959999999999,12073.79464109072
27,155.4,79.2,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,3947.0,divorcé,2.0,0.3,496.0,787.408,7409.971370503994
72,164.3,90.5,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,1567.0,divorcé,5.0,0.35,802.0,335.202,42431.997186695655
33,175.4,64.8,H,non,master,Occitanie,non,oui,3076.0,célibataire,0.0,0.11,580.0,634.9580000000001,25657.65526246961
53,163.3,85.9,H,oui,master,Occitanie,non,non,2156.0,veuf,4.0,0.87,576.0,663.67,500.0
40,167.3,57.6,F,non,doctorat,Occitanie,non,oui,2870.0,divorcé,4.0,0.73,617.0,818.9680000000001,20606.08926223896
62,168.0,62.2,F,non,aucun,Occitanie,non,non,4576.0,divorcé,5.0,0.83,500.0,831.55,500.0
51,175.8,56.0,H,oui,bac+2,Occitanie,non,oui,2480.0,veuf,5.0,0.74,557.0,767.656,19634.98087316357
58,165.0,67.8,H,oui,aucun,Île-de-France,oui,oui,2228.0,divorcé,3.0,0.7,484.0,363.81,4968.756064114143
48,164.6,44.2,H,oui,doctorat,Île-de-France,oui,non,3416.0,veuf,5.0,0.39,557.0,940.436,11970.443330966416
45,166.8,79.5,H,oui,bac+2,Bretagne,oui,oui,2684.0,célibataire,0.0,0.47,639.0,899.958,13078.291814080756
23,157.2,91.2,F,non,bac+2,Occitanie,oui,non,4464.0,divorcé,2.0,0.34,458.0,831.4200000000001,500.0
66,162.3,93.5,H,non,bac+2,Hauts-de-France,oui,non,3068.0,marié,4.0,0.16,782.0,478.46,500.0
46,152.4,54.9,F,oui,bac+2,Normandie,non,oui,3344.0,veuf,5.0,0.14,557.0,911.5260000000001,23158.184627930583
34,172.3,65.1,H,non,master,Normandie,oui,non,1346.0,divorcé,1.0,0.4,368.0,945.0719999999999,500.0
73,178.6,56.1,F,non,master,Hauts-de-France,oui,oui,3686.0,veuf,4.0,0.75,803.0,584.946,16025.297564461089
29,157.3,78.9,H,oui,doctorat,Occitanie,oui,oui,4104.0,veuf,5.0,0.26,557.0,704.622,32281.72059281906
25,184.8,66.7,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,1978.0,marié,5.0,0.39,615.0,922.906,500.0
46,186.2,91.2,F,oui,aucun,Bretagne,oui,oui,2201.0,marié,5.0,0.35,557.0,738.46,2028.8437355034253
49,168.3,88.3,H,oui,master,Occitanie,oui,oui,1588.0,célibataire,4.0,0.92,405.0,1143.45,18365.207496326955
44,161.7,84.1,F,non,master,Corse,non,oui,4954.0,marié,1.0,0.57,571.0,749.05,19811.98893203536
56,173.5,79.3,F,non,master,Bretagne,non,oui,4797.0,célibataire,5.0,0.64,357.0,813.3120000000001,29386.27330168705
40,175.0,70.4,F,non,bac,Corse,oui,oui,1767.0,divorcé,5.0,0.62,567.0,1158.73,500.0
24,181.6,95.2,F,non,aucun,Corse,non,non,1505.0,divorcé,1.0,0.41,487.0,919.2360000000001,500.0
30,167.2,55.9,F,oui,aucun,Île-de-France,oui,oui,2090.0,célibataire,1.0,0.54,553.0,496.10999999999996,5676.927413863518
47,171.3,79.0,F,non,doctorat,Occitanie,oui,non,2452.0,veuf,4.0,0.77,477.0,573.19,500.0
20,178.4,70.9,F,oui,bac,Île-de-France,oui,oui,3475.0,veuf,5.0,0.1,557.0,617.5640000000001,13716.417179810942
73,167.4,67.3,H,non,bac,Hauts-de-France,non,non,4148.0,veuf,4.0,0.74,609.0,968.184,500.0
27,171.0,83.5,F,oui,bac,Normandie,oui,non,1170.0,divorcé,1.0,0.82,440.0,627.9800000000001,500.0
36,162.6,72.8,H,non,aucun,Corse,oui,non,2395.0,divorcé,4.0,0.1,540.0,899.4540000000001,500.0
30,183.9,44.0,H,non,bac+2,Île-de-France,non,non,1777.0,divorcé,1.0,0.88,553.0,651.034,500.0
65,186.1,83.3,H,non,bac+2,Normandie,oui,oui,2497.0,divorcé,5.0,0.77,557.0,679.8159999999999,2910.6282601136813
47,159.9,60.7,H,oui,doctorat,Hauts-de-France,oui,oui,1331.0,veuf,0.0,0.62,580.0,265.2039,14728.895686521268
60,189.5,56.2,F,oui,aucun,Normandie,oui,oui,2315.0,divorcé,1.0,0.17,553.0,1060.96,1637.021850875543
52,165.7,36.0,F,oui,doctorat,Occitanie,oui,oui,4172.0,célibataire,3.0,0.72,581.0,802.592,24096.818254028258
37,169.0,65.6,H,oui,bac+2,Normandie,oui,oui,3699.0,divorcé,2.0,0.55,577.0,905.008,16558.08075692185
35,178.7,103.2,F,non,master,Auvergne-Rhône-Alpes,non,oui,2607.0,veuf,1.0,0.9,457.0,817.184,18579.603464429416
19,181.7,61.1,H,oui,aucun,Bretagne,non,oui,1801.0,marié,5.0,0.98,815.0,630.86,19425.91018877002
45,162.1,54.7,H,non,doctorat,Île-de-France,oui,oui,2444.0,marié,1.0,0.8,553.0,904.8299999999999,27125.906572605523
48,180.9,70.5,F,oui,master,Hauts-de-France,oui,non,3434.0,célibataire,5.0,0.79,813.0,847.512,500.0
64,163.8,49.6,F,non,bac+2,Île-de-France,oui,non,2828.0,célibataire,4.0,0.3,576.0,652.2520000000001,500.0
56,163.4,56.4,F,non,aucun,Île-de-France,oui,oui,2133.0,divorcé,3.0,0.3,581.0,792.522,500.0
19,175.3,59.0,F,non,master,Corse,oui,oui,3868.0,célibataire,4.0,0.76,576.0,751.818,1236.2040979616436
33,168.5,44.2,H,oui,doctorat,Occitanie,oui,non,907.0,célibataire,5.0,0.62,557.0,857.65,500.0
41,158.5,50.9,F,non,master,Normandie,oui,oui,2811.0,veuf,3.0,0.84,523.0,684.652,3319.7338871675097
61,175.5,99.8,F,oui,aucun,Normandie,non,non,2445.0,célibataire,1.0,0.05,553.0,758.98,500.0
72,174.1,56.2,F,oui,aucun,Bretagne,non,non,3427.0,divorcé,4.0,0.45,663.0,880.39,500.0
26,182.6,82.8,F,non,bac+2,Normandie,non,oui,2294.0,marié,2.0,0.97,509.0,731.4459999999999,11118.924390264356
59,173.2,73.9,F,non,bac,Auvergne-Rhône-Alpes,oui,non,3970.0,célibataire,2.0,0.38,577.0,848.8979999999999,500.0
56,170.8,89.3,H,non,doctorat,Bretagne,oui,oui,4636.0,célibataire,4.0,0.26,576.0,838.07,25264.887883286072
61,161.9,70.7,H,non,doctorat,Hauts-de-France,oui,oui,1090.0,marié,2.0,0.23,577.0,684.99,1576.2752637930944
47,167.7,53.4,F,oui,doctorat,Occitanie,oui,oui,2451.0,divorcé,2.0,0.23,753.0,925.034,28558.640451367977
41,185.1,74.5,H,non,bac+2,Occitanie,oui,oui,4029.0,divorcé,4.0,0.8,500.0,720.61,12572.690227491412
48,181.4,93.0,F,non,bac+2,Hauts-de-France,oui,oui,5015.0,divorcé,0.0,0.0,580.0,1102.4500000000003,9985.35077290691
51,160.3,61.3,H,non,bac+2,Occitanie,oui,non,2394.0,célibataire,0.0,0.97,580.0,876.5540000000001,500.0
57,179.2,83.5,F,non,master,Hauts-de-France,non,non,541.0,veuf,4.0,0.73,576.0,729.1800000000001,500.0
33,167.6,75.1,F,non,master,Normandie,oui,non,1230.0,marié,5.0,0.62,557.0,706.9560000000001,500.0
21,179.2,74.7,H,oui,aucun,Bretagne,non,oui,998.0,célibataire,4.0,0.68,740.0,758.8879999999999,7118.792015716052
40,179.1,80.2,F,non,master,Provence-Alpes-Côte d’Azur,oui,non,2992.0,divorcé,4.0,0.65,593.0,1153.2,500.0
26,154.4,65.7,H,non,doctorat,Corse,non,oui,2463.0,divorcé,1.0,0.84,553.0,889.2299999999999,15652.431746675493
55,157.9,41.7,F,oui,doctorat,Occitanie,oui,oui,2498.0,marié,1.0,0.73,553.0,761.076,18244.112242171323
75,153.4,98.9,F,oui,bac,Corse,non,non,2353.0,divorcé,5.0,0.44,434.0,887.5,500.0
60,148.5,86.7,H,non,master,Provence-Alpes-Côte d’Azur,non,non,1629.0,célibataire,1.0,0.78,629.0,628.406,500.0
72,187.9,49.6,H,oui,master,Île-de-France,non,oui,1120.0,veuf,2.0,0.17,634.0,751.858,35070.03909571301
48,165.7,70.9,F,non,bac+2,Hauts-de-France,oui,oui,500.0,divorcé,2.0,0.45,633.0,639.64,500.0
53,164.1,63.8,F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3211.0,divorcé,2.0,0.56,503.0,1203.17,13668.834172108887
71,163.7,71.6,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,3014.0,divorcé,4.0,0.02,576.0,814.8380000000001,28819.075039984185
51,163.3,71.2,H,non,master,Auvergne-Rhône-Alpes,non,oui,500.0,célibataire,1.0,0.29,797.0,1064.61,20944.42018948653
33,173.8,77.2,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,4210.0,célibataire,5.0,0.28,557.0,756.854,8211.053673623343
40,171.2,67.7,F,non,bac,Bretagne,oui,oui,1253.0,divorcé,2.0,0.9,577.0,926.97,500.0
55,162.7,77.5,H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,2501.0,marié,4.0,0.9,576.0,814.2180000000001,10984.65059846852
53,174.0,65.7,F,non,bac,Île-de-France,oui,oui,1591.0,célibataire,3.0,0.76,331.0,884.9680000000001,500.0
55,151.4,59.0,F,non,doctorat,Hauts-de-France,oui,oui,4283.0,veuf,2.0,0.39,837.0,830.588,20718.920188420325
51,170.7,77.5,F,non,bac+2,Hauts-de-France,non,non,1979.0,divorcé,1.0,0.61,553.0,536.04,500.0
63,160.2,82.9,H,non,master,Normandie,non,oui,1497.0,marié,4.0,0.13,576.0,593.73,19184.122591464125
59,161.3,71.7,F,non,bac,Hauts-de-France,oui,oui,1481.0,veuf,3.0,0.42,581.0,694.6160000000001,500.0
38,167.9,80.7,F,non,bac,Île-de-France,non,oui,1900.0,célibataire,0.0,0.53,617.0,835.604,11772.799305081704
43,182.9,64.1,F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,1677.0,marié,3.0,0.85,313.0,640.6400000000001,500.0
46,172.4,68.4,H,non,bac+2,Hauts-de-France,non,non,2472.0,marié,5.0,0.53,557.0,1057.65,500.0
52,179.5,65.6,F,non,doctorat,Bretagne,oui,oui,1603.0,marié,0.0,0.39,301.0,816.6600000000001,10321.12867438911
38,158.0,78.5,F,oui,bac,Île-de-France,oui,oui,1848.0,célibataire,1.0,0.99,553.0,885.5600000000001,4762.554313167681
50,164.1,87.0,H,non,bac,Corse,non,oui,2963.0,divorcé,5.0,0.2,672.0,854.9540000000001,500.0
38,154.5,74.8,F,oui,master,Normandie,non,non,1022.0,veuf,3.0,0.25,481.0,770.934,500.0
68,156.6,98.2,H,oui,bac,Occitanie,oui,oui,2383.0,divorcé,1.0,0.27,553.0,858.624,500.0
22,160.8,70.7,H,non,bac+2,Bretagne,non,oui,1252.0,marié,3.0,0.15,581.0,945.8880000000001,20810.72186300894
31,181.9,80.7,F,oui,master,Occitanie,non,oui,2991.0,marié,2.0,0.56,476.0,741.64,35324.41059405857
28,176.1,57.3,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,2138.0,célibataire,2.0,0.42,577.0,893.174,9348.235706928515
67,167.2,78.7,F,non,aucun,Normandie,oui,oui,2883.0,célibataire,4.0,0.12,576.0,851.7379999999999,500.0
41,162.1,50.6,H,oui,bac+2,Corse,non,oui,4403.0,célibataire,3.0,0.83,581.0,751.196,24102.562178675496
32,166.6,61.6,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,2244.0,veuf,1.0,0.35,553.0,1037.24,500.0
64,178.9,78.6,F,non,master,Normandie,oui,oui,1674.0,veuf,1.0,0.2,553.0,568.01,2318.801619269081
41,146.9,47.1,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,1274.0,marié,3.0,0.97,581.0,578.78,3279.3898971329018
59,174.9,41.1,F,non,master,Provence-Alpes-Côte d’Azur,oui,non,3526.0,marié,2.0,0.08,577.0,692.718,500.0
64,182.2,71.5,H,oui,doctorat,Occitanie,non,oui,5021.0,célibataire,2.0,0.93,577.0,1001.3680000000002,44318.76029882071
66,175.0,66.4,H,oui,bac+2,Île-de-France,oui,oui,500.0,marié,4.0,0.49,302.0,482.6199999999999,500.0
61,162.5,74.9,F,oui,bac+2,Normandie,oui,non,1954.0,divorcé,4.0,0.04,576.0,876.2140000000002,500.0
61,153.8,54.7,H,non,bac+2,Occitanie,non,oui,501.0,marié,0.0,0.82,580.0,656.9540000000001,11708.019989648128
62,157.0,46.8,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,500.0,marié,1.0,0.49,553.0,713.5759999999999,500.0
42,151.6,89.3,H,oui,aucun,Corse,oui,oui,2996.0,marié,4.0,0.21,576.0,632.25,1464.9488789627408
49,174.9,70.9,F,oui,doctorat,Occitanie,oui,oui,3051.0,marié,3.0,0.54,581.0,946.35,29170.63948049445
27,175.1,83.7,F,non,bac,Bretagne,non,non,3103.0,célibataire,5.0,0.47,557.0,840.65,500.0
40,173.8,94.0,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,500.0,célibataire,0.0,0.31,580.0,650.918,500.0
